part_number,name_en,category,years,engines,confidence,audit_status,occurrence_count,source_count,first_evidence
87300-01J81,"Cushion Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) F/SEPARATE SEAT | 09.1988 - 10.1991 87300 8730001J81 CUSHION ASSY-FRONT SEAT,RH RH 01"
87300-38J00,"Cushion Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K.SGL +W.SGL 10.1991 - 08.1993 87300 8730038J00 CUSHION ASSY-FRONT SEAT,RH RH 01"
87300-38J01,"Cushion Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"W.SGL (C) | 10.1991 - 08.1993 87300 8730038J01 CUSHION ASSY-FRONT SEAT,RH RH 01"
87300-38J02,"Cushion Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"W.SGL (K) | 10.1991 - 08.1993 87300 8730038J02 CUSHION ASSY-FRONT SEAT,RH RH 01"
87300-38J10,"Cushion Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"*W.SGL (A) F/LEATHER | 10.1991 - 08.1993 87300 8730038J10 CUSHION ASSY-FRONT SEAT,RH RH 01"
87300-38J11,"Cushion Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"W.SGL (A) | 10.1991 - 08.1993 87300 8730038J11 CUSHION ASSY-FRONT SEAT,RH RH 01"
87300-38J12,"Cushion Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"*W.SGL (K) F/LEATHER | 10.1991 - 08.1993 87300 8730038J12 CUSHION ASSY-FRONT SEAT,RH RH 01"
87301-01J00,"Frame Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,100,12,"Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 87301 8730101J00 FRAME ASSY-CUSHION,FRONT SEAT RH RH 01"
87311-01J00,"Pad Assy-Cushion,Front Seat Rh",brake,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"W.6P 08.1987 - 08.1989 87311 8731101J00 PAD ASSY-CUSHION,FRONT SEAT RH RH 01"
87311-38J00,"Pad Assy-Cushion,Front Seat Rh",brake,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K +HK +W +HW +HV 10.1991 - 08.1993 87311 8731138J00 PAD ASSY-CUSHION,FRONT SEAT RH ﻓﺤﻤﺎﺕ ﻣﺠﻤﻮﻋﺔ 01"
87316-54A00,"Cover-Hinge,Front Cushion Rh",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,56,12,"K +HK +W +HW +HV 10.1991 - 08.1993 87316M 8731654A00 COVER-HINGE,FRONT CUSHION RH ﻏﻄﺎﺀ 01"
87320-01J00,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"K.2P +K.5P +W.5P +W.6P +HW.5P (K) RH | 08.1989 - 10.1991 87320 8732001J00 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-01J01,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (C) VINYL | 03.1988 - 10.1991 87320 8732001J01 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-01J10,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (K) VINYL | 03.1988 - 10.1991 87320 8732001J10 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-01J11,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (C) F/CTR CONSOLE-LARGE | 09.1988 - 10.1991 87320 8732001J11 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-01J80,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) F/SEPARATE SEAT | 09.1988 - 10.1991 87320 8732001J80 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-01J81,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (K) F/CTR CONSOLE-LARGE | 09.1988 - 10.1991 87320 8732001J81 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-38J00,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"*W.SGL (K) F/LEATHER | 10.1991 - 08.1993 87320 8732038J00 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-38J01,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"W.SGL (C) | 10.1991 - 08.1993 87320 8732038J01 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-38J02,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"W.SGL (K) | 10.1991 - 08.1993 87320 8732038J02 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-38J10,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"W.SGL (A) | 10.1991 - 08.1993 87320 8732038J10 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-38J11,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"*W.SGL (A) F/LEATHER | 10.1991 - 08.1993 87320 8732038J11 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87320-38J12,"Trim Assy-Cushion,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"0831040642 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 87320 8732038J12 TRIM ASSY-CUSHION,FRONT SEAT RH RH 01"
87330-01J00,Finisher Assy-Cushion Front Seat Rh,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,56,12,K +HK +W +HW +HV (K) | 10.1991 - 08.1993 87330 8733001J00 FINISHER ASSY-CUSHION FRONT SEAT RH RH 01
87330-01J01,Finisher Assy-Cushion Front Seat Rh,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,56,12,K.(GL+SGL) +W.SGL (A) | 10.1991 - 08.1993 87330 8733001J01 FINISHER ASSY-CUSHION FRONT SEAT RH RH 01
87330-01J02,Finisher Assy-Cushion Front Seat Rh,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,K.SGL +W.SGL 10.1991 - 08.1993 87330 8733001J02 FINISHER ASSY-CUSHION FRONT SEAT RH RH 01
87350-01J00,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+*W.6P.(TB42S+RB30S) (C) F/CTR CONSOLE-LARGE | 08.1989 - 10.1991 87350 8735001J00 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-01J01,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) VINYL | 03.1988 - 10.1991 87350 8735001J01 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-01J10,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) VINYL | 03.1988 - 10.1991 87350 8735001J10 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-01J11,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) F/CTR CONSOLE-LARGE | 09.1988 - 10.1991 87350 8735001J11 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-01J80,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) F/CTR CONSOLE-LARGE | 09.1988 - 10.1991 87350 8735001J80 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-01J81,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"*W.6P (C) F/SEPARATE SEAT | 09.1988 - 10.1991 87350 8735001J81 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-28J00,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"*W.6P (K) F/SEPARATE SEAT | 09.1988 - 10.1991 87350 8735028J00 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-28J01,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+*W.6P.(TB42S+RB30S) (C) VINYL | 08.1989 - 10.1991 87350 8735028J01 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-28J10,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"K.2P +K.5P +W.5P +W.6P +HW.5P 08.1987 - 10.1991 87350 8735028J10 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-28J11,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+W.6P.(TB42S+RB30S) (K) | 08.1989 - 10.1991 87350 8735028J11 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-28J80,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+*W.6P.(TB42S+RB30S) (K) F/CTR CONSOLE-LARGE | 08.1989 - 10.1991 87350 8735028J80 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-28J81,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+*W.6P.(TB42S+RB30S) (K) VINYL | 08.1989 - 10.1991 87350 8735028J81 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-33J71,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"*W.SGL (A) LEATHER | 10.1991 - 08.1993 87350 8735033J71 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-37J10,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"W.SGL (A) | 10.1991 - 08.1993 87350 8735037J10 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-37J11,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"*K.GR (C) F/LEATHER | 10.1991 - 08.1993 87350 8735037J11 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-37J12,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"*K.GR (K) F/LEATHER | 10.1991 - 08.1993 87350 8735037J12 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-38J00,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"*K.GR (A) F/LEATHER | 10.1991 - 08.1993 87350 8735038J00 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-38J01,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"W.SGL (C) | 10.1991 - 08.1993 87350 8735038J01 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-38J02,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"*W.SGL (C) LEATHER | 10.1991 - 08.1993 87350 8735038J02 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-38J10,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"K.SGL +W.SGL 10.1991 - 08.1993 87350 8735038J10 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-38J11,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"W.AD +HW.ME.2S/S.3S/S (K) | 10.1991 - 08.1993 87350 8735038J11 CUSHION ASSY-FRONT SEAT,LH LH 01"
87350-38J12,"Cushion Assy-Front Seat,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 87350 8735038J12 CUSHION ASSY-FRONT SEAT,LH LH 01"
87351-01J00,"Frame Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,56,12,"*W.SGL (K) LEATHER | 10.1991 - 08.1993 87351 8735101J00 FRAME ASSY-CUSHION,FRONT SEAT LH LH 01"
87351-28J00,"Frame Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"W 08.1993 - ... 87351 8735128J00 FRAME ASSY-CUSHION,FRONT SEAT LH LH 01"
87361-01J00,"Pad Assy-Cushion,Front Seat Lh",brake,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P +*W.5P +*W.6P +*HW.5P +*T +*T.A F/HI GRADE | 07.1989 - 10.1991 87361 8736101J00 PAD ASSY-CUSHION,FRONT SEAT LH LH 01"
87361-01J15,"Pad Assy-Cushion,Front Seat Lh",brake,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"W.6P 08.1987 - 09.1988 87361 8736101J15 PAD ASSY-CUSHION,FRONT SEAT LH LH 01"
87361-06J00,"Pad Assy-Cushion,Front Seat Lh",brake,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+W.6P.(TB42S+RB30S) 08.1989 - 10.1991 87361 8736106J00 PAD ASSY-CUSHION,FRONT SEAT LH LH 01"
87361-28J00,"Pad Assy-Cushion,Front Seat Lh",brake,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"W (C) | 10.1991 - 08.1993 87361 8736128J00 PAD ASSY-CUSHION,FRONT SEAT LH LH 01"
87361-38J00,"Pad Assy-Cushion,Front Seat Lh",brake,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"0812402028 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 87361 8736138J00 PAD ASSY-CUSHION,FRONT SEAT LH ﻓﺤﻤﺎﺕ ﻣﺠﻤﻮﻋﺔ 01"
87366-54A00,"Cover-Hinge,Front Cushion Lh",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,48,12,"K.SGL +W.SGL 10.1991 - 08.1993 87366 8736654A00 COVER-HINGE,FRONT CUSHION LH ﻏﻄﺎﺀ 01"
87370-01J00,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"*K.2P +*K.5P.STD +*W.6P (K) VINYL | 03.1988 - 10.1991 87370 8737001J00 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-01J01,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) F/CTR CONSOLE-LARGE | 09.1988 - 10.1991 87370 8737001J01 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-01J10,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+W.6P.(TB42S+RB30S) (K) | 08.1989 - 10.1991 87370 8737001J10 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-01J11,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+*W.6P.(TB42S+RB30S) (C) VINYL | 08.1989 - 10.1991 87370 8737001J11 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-01J80,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (C) VINYL | 03.1988 - 10.1991 87370 8737001J80 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-01J81,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"*W.6P (C) VINYL | 09.1988 - 08.1989 87370 8737001J81 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-06J00,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) VINYL | 09.1988 - 08.1989 87370 8737006J00 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-06J01,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+*W.6P.(TB42S+RB30S) (K) VINYL | 08.1989 - 10.1991 87370 8737006J01 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-06J10,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"W.6P (C) | 08.1987 - 09.1988 87370 8737006J10 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-06J11,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) F/CTR CONSOLE-LARGE | 08.1987 - 08.1989 87370 8737006J11 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-06J80,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"W.6P (K) | 08.1987 - 09.1988 87370 8737006J80 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-06J81,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+W.6P.(TB42S+RB30S) 08.1989 - 10.1991 87370 8737006J81 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-28J00,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"*W.6P (K) F/SEPARATE SEAT | 09.1988 - 10.1991 87370 8737028J00 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-28J01,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"*W.6P (K) F/CTR CONSOLE-LARGE | 08.1987 - 08.1989 87370 8737028J01 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-28J10,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"*W.6P (K) F/CTR CONSOLE-LARGE | 09.1988 - 10.1991 87370 8737028J10 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-28J11,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+*W.6P.(TB42S+RB30S) (C) F/CTR CONSOLE-LARGE | 08.1989 - 10.1991 87370 8737028J11 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-28J80,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+*W.6P.(TB42S+RB30S) (K) F/CTR CONSOLE-LARGE | 08.1989 - 10.1991 87370 8737028J80 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-28J81,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+W.6P.(TB42S+RB30S) (C) | 08.1989 - 10.1991 87370 8737028J81 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-38J00,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"*W.SGL (A) F/LEATHER | 10.1991 - 08.1993 87370 8737038J00 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-38J01,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"W.SGL (C) | 10.1991 - 08.1993 87370 8737038J01 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-38J02,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"W.SGL (K) | 10.1991 - 08.1993 87370 8737038J02 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-38J10,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"W.SGL (A) | 10.1991 - 08.1993 87370 8737038J10 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-38J11,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"*W.SGL (C) F/LEATHER | 10.1991 - 08.1993 87370 8737038J11 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87370-38J12,"Trim Assy-Cushion,Front Seat Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"K +HK +W +HW +HV 10.1991 - 08.1993 87370 8737038J12 TRIM ASSY-CUSHION,FRONT SEAT LH LH 01"
87380-01J00,Finisher Assy-Cushion Front Seat Lh,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,34,12,K +HK +W +HW +HV (K) | 10.1991 - 08.1993 87380 8738001J00 FINISHER ASSY-CUSHION FRONT SEAT LH LH 01
87380-01J01,Finisher Assy-Cushion Front Seat Lh,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,34,12,(K+W+HW).(GL+SGL) (A) | 10.1991 - 08.1993 87380 8738001J01 FINISHER ASSY-CUSHION FRONT SEAT LH LH 01
87380-01J02,Finisher Assy-Cushion Front Seat Lh,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,22,12,*W.SGL (C) LEATHER | 10.1991 - 08.1993 87380 8738001J02 FINISHER ASSY-CUSHION FRONT SEAT LH LH 01
87381-28J00,Finisher-Cushion Front Seat Inner Lh,interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,8,4,K.2P +K.5P +W.5P +W.6P +HW.5P (K) | 08.1987 - 10.1991 87381N 8738128J00 FINISHER-CUSHION FRONT SEAT INNER LH INNER LH 01
87381-28J01,Finisher-Cushion Front Seat Inner Lh,interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,8,4,+W.6P.(TB42S+RB30S) (C) | 08.1989 - 10.1991 87381N 8738128J01 FINISHER-CUSHION FRONT SEAT INNER LH INNER LH 01
87401-05J00,Device-Reclining Front Seat Rh Outer,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,100,12,K +HK +W +HW +HV (K) | 10.1991 - 08.1993 87401 8740105J00 DEVICE-RECLINING FRONT SEAT RH OUTER RH OUTER 01
87406-50A00,"Cover-Reclining Device,Rh Inner",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,56,12,"081270252G ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 87333M 8740650A00 COVER-RECLINING DEVICE,RH INNER ﻏﻄﺎﺀ 01"
87418-01J00,"Knob-Reclining Device Lever,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,144,12,"*W.SGL (C) F/LEATHER | 10.1991 - 08.1993 87418M 8741801J00 KNOB-RECLINING DEVICE LEVER,RH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
87418-F6102,"Knob-Reclining Device Lever,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,166,12,"K +HK +W +HW +HV (C) | 10.1991 - 08.1993 87418M 87418F6102 KNOB-RECLINING DEVICE LEVER,RH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
87418-F6103,"Knob-Reclining Device Lever,Rh",cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,154,12,"K +HK +W +HW +HV (K) | 10.1991 - 08.1993 87418M 87418F6103 KNOB-RECLINING DEVICE LEVER,RH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
87451-05J00,Device-Reclining Front Seat Lh Inner,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,56,12,0812082062 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 87452 8745105J00 DEVICE-RECLINING FRONT SEAT LH INNER LH INNER 01
87451-28J00,Device-Reclining Front Seat Lh Inner,interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,0831040642 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 87452 8745128J00 DEVICE-RECLINING FRONT SEAT LH INNER LH INNER 01
